,title,location,id,timestamp,user_name,user_url,description,user_type,exp_level,edu_level,emp_level,salary
2000,مطلوب افراد امن للعمل بديل راحات داخل الاسكندريه,شدس، الإسكندرية,175260584,"تم إضافة الإعلان في 12:38 م, 24 يونيو 2021, ",علاء عارف,https://www.olx.com.eg/ads/user/7d5Kg/,امن داخل الفروع الشركات فى الاسكندرية ,رب عمل,دبلوم,حديث التخرج,متدرّب,"2,100"
2001,وظائف خاليه,الغردقة، البحر الأحمر,179305338,"تم إضافة الإعلان في 11:42 ص, 24 يونيو 2021, ",سحر,https://www.olx.com.eg/ads/user/7V4I7/,شغل أمن في مستشفى الراتب 2100مواعيد العمل من9الى5 ,رب عمل,دبلوم,حديث التخرج,دوام جزئي,"2,100"
2002,حارس خاص حارس شخصي مرافق خاص مرافق شخصي جارد,الشيخ زايد، الجيزة,179305216,"تم إضافة الإعلان في 11:41 ص, 24 يونيو 2021, ",almuharb,https://www.olx.com.eg/ads/user/7oPUa/,خبره كبيره بالحراسات الخاصه ,باحث عن عمل,بكالوريوس,٥-١٠ سنوات,دوام كامل,111
2003,مشرفين وافراد امن,شيراتون، القاهرة,179304785,"تم إضافة الإعلان في 11:22 ص, 24 يونيو 2021, ",سبيد ميديكال,https://www.olx.com.eg/ads/user/861qm/,مطلوب أفراد أمن إدارى مؤهل متوسط على الاقل (اجادة القراءة والكتابة). مكان العمل مساكن شيراتون. 12 ساعة عمل. مرتب مجزي و تأمينات اجتماعية. للتواصل على الواتساب 010 - أظهر الرقم - ,باحث عن عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,"4,000"
2004,شركه الجنرال,6 أكتوبر، الجيزة,179304736,"تم إضافة الإعلان في 11:20 ص, 24 يونيو 2021, ",لينا,https://www.olx.com.eg/ads/user/86SZm/,مطلوب افراد امن بالتجمع الخامس راتب 3800 ساعات العمل 12 ساعه ايام العمل 26 يوم 4 ايام اجازه يوجدسكن يوجد موصلات الاوراق المطلوبة 010 - أظهر الرقم - ,رب عمل,إبتدائية / ثانوية,حديث التخرج,دوام كامل,"3,800"
2005,افراد امن الشيخ زايد,الشيخ زايد، الجيزة,179301745,"تم إضافة الإعلان في 07:44 ص, 24 يونيو 2021, ",محمود,https://www.olx.com.eg/ads/user/7kh3g/,مطلوب افراد امن للعمل بكمبوند بالشيخ زايد السن ٣٥ سنه من سكان الجيزه لديه خبره امنيه ٤ ايام اجازه المؤهل لا يقل عن دبلوم التعين فورا الاوراق كامله شهاده جيش البطاقه احنا الاداره ولسنا الشركه ولايوجد مصاريف الاتصال فون من ١٢ إلى ٥ عصرا ,رب عمل,دبلوم,١-٣ سنوات,دوام جزئي,"2,900"
2006,مطلوب للتعيين أفراد امن وحراسات,6 أكتوبر، الجيزة,179299486,"تم إضافة الإعلان في 03:21 ص, 24 يونيو 2021, ",احمد,https://www.olx.com.eg/ads/user/7P6Ti/,مطلوب للتعيين أفراد امن بشركه بأكتوبر الراتب ٣٢٠٠ الشغل ١٢ ساعه السن من ٢١ الي ٤٠ التعيين من الدبلوم متوفر السكن مميزات العمل  ٤ أيام اجازه في الشهر استلام فيزا لتسهيل القبض كما توفر لك الشركه تأمين صحي واجتماعي ويونيفورم مجاني الأوراق المطلوبه للتعيين شهاده ميلاد صوره البطاقه الشخصيه صوره شهاده الجيش صوره مؤهل دراسي وفيش جنائي للأستفسار عن الوظيفه من مسؤل التعيين 011 - أظهر الرقم - ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,200"
2007,باحث عن عمل,"الوراق, الجيزة",179298135,"تم إضافة الإعلان في 02:10 ص, 24 يونيو 2021, ",احمد محمد,https://www.olx.com.eg/ads/user/8706U/,حارس عقار أو منشأه ,باحث عن عمل,إبتدائية / ثانوية,أكثر من ١٠ سنوات,دوام كامل,
2008,باحث عن عمل,عجمي، الإسكندرية,179297799,"تم إضافة الإعلان في 01:56 ص, 24 يونيو 2021, ",2222,https://www.olx.com.eg/ads/user/7TgC7/,طالب شغل ضروري حارس امن اوشغل خارج مصر السن 44 ,رب عمل,إبتدائية / ثانوية,١-٣ سنوات,عمل حُر,
2009,ابحث عن وظيفة أمن بعماره بالهرم,ترسا، الجيزة,179289498,"تم إضافة الإعلان في 08:52 م, 23 يونيو 2021, ",Kind,https://www.olx.com.eg/ads/user/7J6ge/,ابحث عن وظيفة أمن بعماره بالهرم بدون شركات الأمن الشيفت ٨ساعات ,باحث عن عمل,بكالوريوس,١-٣ سنوات,دوام جزئي,
2010,ابحث عن عمل حارس,"إمبابة, الجيزة",179279779,"تم إضافة الإعلان في 07:39 م, 23 يونيو 2021, ",شادي محمد,https://www.olx.com.eg/ads/user/7IOuL/,ابحث عن عمل حارس و نظافة فيلا السن ٢٤ سنة من اسوان النوبة ,باحث عن عمل,دبلوم,١-٣ سنوات,دوام كامل,
2011,وظائف خاليه,الغردقة، البحر الأحمر,179286826,"تم إضافة الإعلان في 07:27 م, 23 يونيو 2021, ",سحر,https://www.olx.com.eg/ads/user/7V4I7/,متوفر شغل أمن الراتب 1900 ,رب عمل,دبلوم,حديث التخرج,دوام جزئي,"1,900"
2012,_ بدون اي رسوم . _ تعلن شرك للأمن عن حاجتها لأفراد أمن بمواقع الشرك,"القاهرة الجديدة - التجمع, القاهرة",179276742,"تم إضافة الإعلان في 04:38 م, 23 يونيو 2021, ",احمد,https://www.olx.com.eg/ads/user/6PEXw/,وظيفه بدون اي رسوم ,باحث عن عمل,دبلوم,حديث التخرج,دوام جزئي,"2,400"
2013,فرد امن,"مدينة بدر, القاهرة",179280613,"تم إضافة الإعلان في 04:35 م, 23 يونيو 2021, ",اسلام,https://www.olx.com.eg/ads/user/7YHaT/,مطلوب موظفين امن بمدينة بدر ( الروبيكى ) الشغل 12 ساعه يوجد مواصلات داخل مدينة بدر يوجد تامين و تامين صحى نقبل الطلبه للتواصل على 012 - أظهر الرقم - ,رب عمل,إبتدائية / ثانوية,حديث التخرج,دوام كامل,"2,500"
2014,باحث عن عمل,العامرية، الإسكندرية,179274686,"تم إضافة الإعلان في 02:03 م, 23 يونيو 2021, ",احمد,https://www.olx.com.eg/ads/user/7TgC7/,طالب شغل ضروري غفير او امن لو في فرصه خارج البلد ,رب عمل,إبتدائية / ثانوية,١-٣ سنوات,عمل حُر,
2015,امن ادارى براتب 3000 ج,العاشر من رمضان، الشرقية,179272450,"تم إضافة الإعلان في 01:03 م, 23 يونيو 2021, ",خالد,https://www.olx.com.eg/ads/user/81iau/,مطلوب تعيين 15 فرد امن ادارى من سكان العاشر من رمضان وبلبيس بمرتب 3000 ج خبرة وبدون خبرة  - التعيين فى المصنع نفسه وليس شركة امن او شركة توظيف - ساعات العمل 12 ساعة (ورديتين) - مكان العمل: العاشر من رمضان - المنطقة الصناعية الثالثة - السن من 21 ل 35 سنة بحد اقصى - مؤهل متوسط او فوق متوسط + موقف من التجنيد - مواصلات + تأمين صحى + تأمين اجتماعى - لا يوجد سكن - لا يوجد تعيين للطلبة ,رب عمل,بكالوريوس,١-٣ سنوات,دوام كامل,"3,000"
2016,مطلوب افراد امن وبودي جاردز,6 أكتوبر، الجيزة,179271676,"تم إضافة الإعلان في 12:39 م, 23 يونيو 2021, ",H Samy,https://www.olx.com.eg/ads/user/7N6qa/,للشباب الجاد المحترم #للتعيين مجانا # تعلن الشركه  عن  فرصه عمل للشباب * مطلوب افراد أمن العمل 8 ساعات بمول شهير  باكتوبر بمرتب من  ٢٣٠٠ صافى يصل الي ٢٧٠٠ ج السن من ٢١ الي ٣٨ المؤهل  دبلوم او ثانوية عامه او أعلى الطول من ١٧٠سم الامتيازات تأمين صحي و اجتماعي وصرف القبض من خلال فيزا كارت إجازات سنوي و مرضى الشغل ٨ ساعات ٦ ايام عمل الأوراق المطلوبة شهاده ميلاد و جيش و مؤهل و صورتين بطاقه مواصلات مجانيه من المؤسسة  - الجيزه دائري /محور صفط اللبن /النجوم/ناهيا/بولاق المحور/البراجيل /بيشتيل/الحفريه ملحوظه ..يوجد بالشركه جميع مزايا التعيين الحكومى ,رب عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,"2,300"
2017,كمبوند يطلب,"6 أكتوبر, الجيزة",179270275,"تم إضافة الإعلان في 11:49 ص, 23 يونيو 2021, ",ريم,https://www.olx.com.eg/ads/user/86D0W/,عدد ساعات العمل 12ساعه ويوجد سكن وجبه ,رب عمل,طالب,حديث التخرج,دوام كامل,"2,900"
2018,فرصة عمل جيدة,"الماظة, القاهرة",179269527,"تم إضافة الإعلان في 11:40 ص, 23 يونيو 2021, ",محمد طارق,https://www.olx.com.eg/ads/user/86YDU/,فرصه عمل في التجمع الأول ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,000"
2019,أفراد أمن,القاهرة الجديدة - التجمع، القاهرة,161029441,"تم إضافة الإعلان في 11:16 ص, 23 يونيو 2021, ",Soha El Nomrossy,https://www.olx.com.eg/ads/user/6Vpxg/,مراقب أمن بمنتجع سكنى لحراسة الكمبوند و السادة شغالى الوحدات الرجاء التواصل على رقم 16229 داخلى 181 أو 165 ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"3,000"
2020,مطلوب بواب عمارة خاصة يشترط ان يكون متزوج والسن لا يزيد عن ٤٠ سنة,باب الشعرية، القاهرة,179268947,"تم إضافة الإعلان في 11:00 ص, 23 يونيو 2021, ",سيد العربي,https://www.olx.com.eg/ads/user/7VgCl/,مطلوب بواب عمارة خاصة يشترط ان يكون متزوج والسن لا يزيد عن ٤٠ سنة ويوجد سكن مجهز ,,,,,
2021,مطلوب عدد ٢ أمن مصنع,"مدينة 15 مايو, القاهرة",179269000,"تم إضافة الإعلان في 11:00 ص, 23 يونيو 2021, ",مصطفي,https://www.olx.com.eg/ads/user/7dzCq/,مطلوب عدد ٢ موظفين أمن لمصنع بمدينة ١٥ مايو ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"2,500"
2022,شاب بدور علي فرصه شغل محترمه فأكتوبر واضواحيها ٨ ساعات ومعايا دبلوم,"6 أكتوبر, الجيزة",179268048,"تم إضافة الإعلان في 10:08 ص, 23 يونيو 2021, ",عمرو احمد علي,https://www.olx.com.eg/ads/user/7S3aa/,السلام عليكم انا ساكن في اكتوبر علي طريق الواحات وعندي ٢٠ سنه ومعايا دبلوم تجارة ومعايا تأجيل من الجيش ١٠ سنين وبدور علي فرصه شغل كويسه ومحترمه وتكون ٨ ساعات.. وشكرا لكل اللي بيساعد ,باحث عن عمل,دبلوم,حديث التخرج,دوام جزئي,"2,400"
2023,عايز شغل انا معاش قوات مسلحه,طوخ، القليوبية,179267944,"تم إضافة الإعلان في 10:02 ص, 23 يونيو 2021, ",عمرو حجاب,https://www.olx.com.eg/ads/user/7UOrM/,انا طالع معاش قوات مسلحه وعايز اي شغل ,باحث عن عمل,إبتدائية / ثانوية,٥-١٠ سنوات,عمل حُر,
2024,شركة كبرى بالعوايد - الاسكندرية تطلب أفراد أمن,المندرة، الإسكندرية,179267352,"تم إضافة الإعلان في 09:24 ص, 23 يونيو 2021, ",شركة,https://www.olx.com.eg/ads/user/82q8B/,شركة كبرى بالعوايد - الاسكندرية تطلب أفراد أمن العمل 8 ساعات يشترط السن لا يزيد عن 60 عام الراتب 1200ج للتواصل الاتصال على 012 - أظهر الرقم - ,رب عمل,بدون شهادة,حديث التخرج,دوام كامل,"1,200"
2025,أفراد أمن لشركة بكفر الدوار - البحيرة,المندرة، الإسكندرية,179267316,"تم إضافة الإعلان في 09:17 ص, 23 يونيو 2021, ",شركة,https://www.olx.com.eg/ads/user/82q8B/,شركة كبرى تطلب أفراد أمن بكفر الدوار - البحيرة يشترط الخبره والسن لا يزيد عن 40 عام ومؤهل لا يقل عن دبلوم العمل 12 ساعه براتب 1800ج وأجازة 4 أيام فى الشهر وتأمينات إجتماعية للتواصل الاتصال على 012 - أظهر الرقم - ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"1,800"
2026,مطلوب افراد أمن اداري عدد 6 افراد,العاشر من رمضان، الشرقية,179266720,"تم إضافة الإعلان في 08:17 ص, 23 يونيو 2021, ",أ محمد صلاح,https://www.olx.com.eg/ads/user/7ACmk/,"مطلوب عدد 6 فرد امن اداري يشترط اداء الخدمة العسكرية يفضل ان يكون من سكان مدينة العاشر من رمضان أو من ضواحيها. السن من 27 سنة الى 40 سنة فقط . يشترط الالمام بالاعمال الادارية بقسم الامن. يشترط اللباقة وحسن المظهر. العمل لمدة 12 ساعة ومن السبت الى الخميس. متوفر تامينات اجتماعية وتامين صحي بعد فترة الاختبار. متوفر وجبات "" غدا وعشا "" وسكن للمغتربين. - الاتصال من السبت الى الخميس من الساعة 10صباحا الى الساعة 4 عصرا . ",رب عمل,دبلوم,٣-٥ سنوات,دوام كامل,"3,000"
2027,ابحث عن شغل امن في فيلااو شركه انا ابراهيم مجدي السن 17 سنه يريت ضروري,ميت غمر، الدقهلية,179262758,"تم إضافة الإعلان في 01:58 ص, 23 يونيو 2021, ",ابراهيم مجدي,https://www.olx.com.eg/ads/user/86Yh4/,انا مش هقوول امين ولا حاجه دي حاجه بتعتي والله وحدوا اللي يعلم بيها ف مش هتكلم غير لما اشتغل وتجربوني.. وشكرا ,باحث عن عمل,إبتدائية / ثانوية,٣-٥ سنوات,دوام كامل,"3,000"
2028,ابحث عن عمل حارس او غفير عقار او فيلا,وسط القاهرة، القاهرة,179261085,"تم إضافة الإعلان في 12:43 ص, 23 يونيو 2021, ",Saad   saad,https://www.olx.com.eg/ads/user/7RiLe/,ابحث عن عمل حارس او غفير عقار او فيلا واجيدالسواقة ,,دبلوم,أكثر من ١٠ سنوات,دوام كامل,8
2029,مطلوب افراد امن,برج العرب، الإسكندرية,179260906,"تم إضافة الإعلان في 12:36 ص, 23 يونيو 2021, ",احمد,https://www.olx.com.eg/ads/user/7F3Op/,مطلوب للعمل بقريه جوار بمدخل البرج بعد واحه خطاب قبل المنحى الخطر افراد امن بمرتب ٢٤٠٠ ج العمل بنظام و١٢ ساعه عمل ٢٦ يوم عمل + ٤ ايام راحه حوافز وترقيات وتامينات اجتماعيه ويوجد سكن للمغتربين ويوجد سيارة خاصه من البرج الجديد والى الموقع للتواصل 010 - أظهر الرقم - عنوان الشركه كيلوباتر حمامات ٧ شارع سوسى متفرع من شارع بورسعيد فيلا رقم ٧ شركه نسور جروب ,رب عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,"2,400"
2030,شغل امن,"القاهرة الجديدة - التجمع, القاهرة",179260222,"تم إضافة الإعلان في 12:16 ص, 23 يونيو 2021, ",محمد عماد,https://www.olx.com.eg/ads/user/7EgJJ/,الشركة الافريقية للامن والحراسة تعلن عن احتايجها افراد امن للعمل في مختلف مواقع الشركة بالقاهرة وخارجها مواقع التجمع الخامس : 1 - كمبوند  : 12 ساعة عمل + 26 يوم عمل + 4 ايام اجازة + راتب 3000 ج 2 - مول  : 12 ساعة عمل + 26 يوم عمل + 4 ايام اجازة + راتب 3000ج مواقع العاشر من رمضان : 1 - مصانع بالعاشر من رمضان : 12 ساعة عمل + 26 يوم عمل + 4 ايام اجازة + راتب 2800 ج + مواصلات من الموقع للشرقية ومنيا القمح مواقع الساحل الشمالي : 1 - قرية سياحية بالساحل الشمالي : 12 ساعة عمل + 24 يوم عمل + 6 ايام اجازة + راتب 3000 ج + سكن + مواصلات والكثير من المواقع داخل القاهرة في انتظاركم تامين صحي واجتماعي + اجازات سنوية + عقد سنوي يجدد تلقائي يتم اجراء المقابلات في مقر الشركة الافريقية بمدينة نصر امام النادي الاهلي ببرج الفرسان من الاحد للخميس من الساعة 9 ص حتى 5 س للتواصل والاستفسار برجاء التواصل على : 010 - أظهر الرقم - هاتفية او واتساب مع مسؤول التوظيف بالشركة الافريقية / محمد عماد ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,000"
2031,افراد امن,6 أكتوبر، الجيزة,179258779,"تم إضافة الإعلان في 11:21 م, 22 يونيو 2021, ",omar,https://www.olx.com.eg/ads/user/7JWTr/,مطلوب افراد امن سن من 22 الى 45 سنة يكون متعلم وملتزم الشغل 12 ساعة ويوجد تامين صحى واجتماعى خاص ويكون معاه الاوراق كاملة ويوجد سكن ويوجد مواصلات ووجبة ,رب عمل,بكالوريوس,حديث التخرج,دوام كامل,"2,800"
2032,شغل 8 ساعات و 12 ساعه,6 أكتوبر، الجيزة,179254886,"تم إضافة الإعلان في 11:15 م, 22 يونيو 2021, ",احمد خالد,https://www.olx.com.eg/ads/user/7KaO4/,بدون اى رسوم مطلوب افراد امن بمول العرب مرتب 2800 ١-بسكن مجهز للمغتربين 2-موصلات داخليه 3- فرصه للترقيه بعد ٦ شهور 4-تامين طبى واجتماعى 5- تامين على الحياه الورق مطلوب صوره من بطاقه والموهل والجيش وشهاده الميلاد واصل الفيش للتواصل 010 - أظهر الرقم - أ-احمد خالد مسئول تعييات G4S ,باحث عن عمل,دبلوم,حديث التخرج,دوام كامل,"2,800"
2033,أفراد امن,"العباسية, القاهرة",179254866,"تم إضافة الإعلان في 10:58 م, 22 يونيو 2021, ",شركة مصر العربيه للخدمات الأمنية والحراسة,https://www.olx.com.eg/ads/user/86P16/,مطلوب أفراد أمن للعمل ٨ ساعات بالعباسية يوجد تأمين اجتماعى وتأمين صحى ,رب عمل,دبلوم,١-٣ سنوات,دوام جزئي,"2,000"
2034,مطلوب موظفين امن بمرتب مجزي,العاشر من رمضان، الشرقية,179247724,"تم إضافة الإعلان في 09:33 م, 22 يونيو 2021, ",استاذ احمد,https://www.olx.com.eg/ads/user/86XjS/,فرصه عمل هايله للشباب مطلوب: موظفين امن في للعمل في العاشر بمرتب: شهري 3200ج السن: من 19ل45 المؤهل العلمي:متوسط عدد ساعات العمل:12ساعه وليك يوم واحد في الاسبوع اجازه يوجد لدينا: تامين صحي يوجد لدينا: تامين اجتماعي يوجد لدينا: زيادات سنويه يوجد سكن: للمغتربين للاستفسار :- (التواصل مع الاداره): ا/احمد قدم دلوقتي قبل اكتمال العدد التعينات: نفس اليوم المقابله ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,200"
2035,مطلوب افراد امن,مصر الجديدة، القاهرة,179243767,"تم إضافة الإعلان في 08:15 م, 22 يونيو 2021, ",حسن ابو غنام عبد القادر,https://www.olx.com.eg/ads/user/86X8j/,مطلوب افراد امن لمستشفي الخلفاء الراشدين - مصر الجديدة - القاهرة * المؤهل / اعدادية - دبلوم ( يجيد القراءه والكتابة ) * موقف مالتجنيد / معفي او مؤدى الخدمة * السن من 25 -50 سنة * شهادة خبرة ان وجد * شفت العمل 12 ساعة المقابلات 1ش السباق - مصر الجديدة - القاهره مقابلات يوميا من الساعة 10 ص وحتى 3 عصرا اعتبارا من 22/6/2021 حتى بوم 30/6/2021 للتواصل ا .حسن / 010 - أظهر الرقم - ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,
2036,ابحث عن عمل امن بفنادق شرم الشيخ او الغردقه,شرم الشيخ، جنوب سيناء,179251643,"تم إضافة الإعلان في 07:33 م, 22 يونيو 2021, ",ايمن,https://www.olx.com.eg/ads/user/6Y1L5/,محتاج شغل امن بفنادق شرم الشيخ او الغردقه تبع الفندق سني 38 سنه وعملت قبل ذلك بامن الفندق بشرم الشيخ ,باحث عن عمل,بكالوريوس,١-٣ سنوات,دوام كامل,"2,200"
2037,انا موظف طالع علي المعاش محتاج شغل,الزقازيق، الشرقية,179249935,"تم إضافة الإعلان في 06:42 م, 22 يونيو 2021, ",شريف,https://www.olx.com.eg/ads/user/7X6ak/,كنت موظف في جهاز مدينة الشروق والمعاينات وتخلصيص التراخيص لقطع الاراضي في المدينه،  وطلعت معاش ومحتاج اي شغل مناسب ,باحث عن عمل,دبلوم,٥-١٠ سنوات,دوام كامل,111
2038,افراد امن ومشرفين,6 أكتوبر، الجيزة,179242950,"تم إضافة الإعلان في 03:39 م, 22 يونيو 2021, ",خالد,https://www.olx.com.eg/ads/user/6X2yW/,مطلوب افراد امن ومشرفين للعمل بموقع انشاءي بحدائق اكتوبر ,باحث عن عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,"2,750"
2039,مطلوب أمن لقرية سياحية,شبين الكوم، المنوفية,179238503,"تم إضافة الإعلان في 01:46 م, 22 يونيو 2021, ",محمد,https://www.olx.com.eg/ads/user/7JR5B/,رجل أمن العمل ٨ ساعات المرتب ١٢٠٠ أو ١٢ ساعه مرتب ١٦٠٠ ووجبة ,,دبلوم,١-٣ سنوات,دوام جزئي,
2040,موظفين امن,6 أكتوبر، الجيزة,179238082,"تم إضافة الإعلان في 01:35 م, 22 يونيو 2021, ",احمد صالح,https://www.olx.com.eg/ads/user/70FPU/,مطلوب لشركة تغذية كبرى موظفين امن بالمنطقة الصناعية بالسادس من اكتوبر متوفر تامين صحى واجتماعى ,رب عمل,إبتدائية / ثانوية,١-٣ سنوات,دوام كامل,
2041,أفراد الامن,العين السخنة، السويس,179234016,"تم إضافة الإعلان في 11:23 ص, 22 يونيو 2021, ",كابتن عبد الصبور,https://www.olx.com.eg/ads/user/7WzGf/,أمن في قريه سياحيه في العين السخنن ,رب عمل,طالب,١-٣ سنوات,دوام جزئي,"2,300"
2042,مطلوب تعين امن بمول العرب,6 أكتوبر، الجيزة,179233119,"تم إضافة الإعلان في 10:49 ص, 22 يونيو 2021, ",مجموعه صيدليات كبرى,https://www.olx.com.eg/ads/user/6WISF/,مطلوب للتعيين بصيدليه بمول العرب شيفت صباحى أمن ادارى( ذكور فقط ) يشترط الامانه والالتزام راتب اساسي + منح مجزيه +اجازات سنويه ورسميه لا يوجد رسوم للتقديم للتواصل يرجي الاتصال علي 010 - أظهر الرقم - ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"2,600"
2043,حارس لفيلا جسم كويس ولدي رخصه قياده,"ترسا, الجيزة",179228216,"تم إضافة الإعلان في 03:00 ص, 22 يونيو 2021, ",عادل نادر,https://www.olx.com.eg/ads/user/70feH/,بكلريوس تجاره لدي لغه وخبره في العطور والمبيعات والحراسات ,باحث عن عمل,بكالوريوس,١-٣ سنوات,دوام كامل,"5,000"
2044,أفراد امن,إمبابة، الجيزة,179221590,"تم إضافة الإعلان في 11:31 م, 21 يونيو 2021, ",علا على,https://www.olx.com.eg/ads/user/86Tgf/,السن من٢١الى ٤٠ العمل بأكتوبر  -  سكن-  مواصلات داخليه من السكن للعمل والعوده ٢٦يوم عمل و ٤ ايام اجازه ,رب عمل,دبلوم,حديث التخرج,دوام جزئي,"2,800"
2045,باحث عن عمل حارس عقار,"الأزاريطة, الإسكندرية",179222508,"تم إضافة الإعلان في 11:21 م, 21 يونيو 2021, ",عادل,https://www.olx.com.eg/ads/user/806Dv/,ابحث عن عمل حارس عقار فى الاسكندريه ,باحث عن عمل,إبتدائية / ثانوية,٣-٥ سنوات,دوام كامل,
2046,شغل امن,القاهرة الجديدة - التجمع، القاهرة,179219231,"تم إضافة الإعلان في 11:16 م, 21 يونيو 2021, ",محمد عماد,https://www.olx.com.eg/ads/user/7EgJJ/,خير الناس انفعهم للناس مطلوب افراد امن للعمل باحد اشهر المولات بالتجمع الخامس مواصفات الفرد المتقدم  : 1 -  السن من 21 الى 40 سنة + مؤهل متوسط اقل شي 2 - لا يوجد اي سابقه جنائيه عليه + سليم بدانيا ولا يوجد به اصابات عدد ساعات / ايام العمل :  12 ساعة عمل + 26 يوم عمل + 4 ايام اجازة مدفوعة الراتب : 3000 راتب صافي + تامين صحي واجتماعي مجاني الاوراق المطلوبة : اصل مؤهل + جيش + شهادة ميلاد + فيش جنائي يتم اجراء المقابلات في مقر الشركة الافريقية للامن والحراسة بمدينة نصر برج الفرسان امام النادي الاهلي من الاحد للخميس من الساعة 9 لـ 5 للتواصل : مع مسؤول التوظيف : محمد عماد 010 - أظهر الرقم - ,رب عمل,دبلوم,حديث التخرج,دوام كامل,"3,000"
2047,باحث عن عمل,السيوف، الإسكندرية,168343437,"تم إضافة الإعلان في 11:15 م, 21 يونيو 2021, ",ياسرسعد,https://www.olx.com.eg/ads/user/7miIA/,الحمدالله جاد جدا في الشغل الله الموافق ,باحث عن عمل,دبلوم,٣-٥ سنوات,دوام كامل,"3,000"
2048,مطلوب افراد امن بالمعادى,المعادي، القاهرة,179216249,"تم إضافة الإعلان في 09:44 م, 21 يونيو 2021, ",الامن,https://www.olx.com.eg/ads/user/7BBxe/,مطلوب افراد امن للعمل بموقع ترفيهى بالمعادى  ورديه ١٢ ساعه   ٢٦ يوم عمل  ٤ايام اجازه فى الشهر السن من ١٩ سنه إلى ٤٠ سنه الطول لا يقل عن ١٧٥ سم وبكون ممشوق القوام  طويل وعريض  ويكون منضبط فى مواعيده  وملتزم فى العمل يفضل من سكان المعادى او دار السلام او المطبعه اوحدايق المعادى براتب  ٢٣٠٠ جنيه ,رب عمل,دبلوم,حديث التخرج,دوام جزئي,"2,300"
2049,مطلوب افراد أمن براتب 3170,حى فيصل، السويس,179218472,"تم إضافة الإعلان في 09:08 م, 21 يونيو 2021, ",جهــــــــــاد سيد,https://www.olx.com.eg/ads/user/7YQnt/,شركة ايجي سكيور للخدمات الامنية وحراسة المنشأت توفر فرص عمل بقطاع الأمن مطلوب أفراد أمن داخلى بكمبوند سكني في أكتوبر راتب 2800ج (4 ايام اجازة - عدد ساعات العمل 12) أو راتب 3170 بدون اجازات شهرية بوفرلك 1-سكن 2-وجبة ساخنة 3 مواصلات داخلية من السكن لمكان العمل والعكس أو مواصلة من الرماية أو مواصلة من دهشور 4- تأمين إجتماعى وصحى خاص 5- فيزا للراتب السن من 22 إلى 46 سنة العنوان فيلا 116ب شارع 7 البوابة  الاولى حدائق الاهرام للتواصـــــــــــــــل فــــــــــون أو واتســـــــــــــــاب ا/جهــــــــــاد سيــــــــد 010 - أظهر الرقم - ,رب عمل,إبتدائية / ثانوية,حديث التخرج,دوام كامل,"3,170"
2050,موظف أمن بشركة صرافة,وسط القاهرة، القاهرة,179215249,"تم إضافة الإعلان في 07:28 م, 21 يونيو 2021, ",wagdy,https://www.olx.com.eg/ads/user/702Va/,للعمل بمواقع الشركة المختلفة ( صرافة)  موظفين أمن شفت 12 ساعة يوم الجمعة أجازة شبرا مصر،  مصر الجديدة،  وسط البلد نحن شركة أمن و حراسة مرخصة مصداقية ـ التزام ــ جودة السن من 24 سنة و حتى 49 سنة ,رب عمل,دبلوم,١-٣ سنوات,دوام كامل,"2,800"
2051,محتاج شغل امن فى الاسكندرية وشكرا جزيلا,باكوس، الإسكندرية,179208597,"تم إضافة الإعلان في 04:30 م, 21 يونيو 2021, ",نا صر فهمى,https://www.olx.com.eg/ads/user/6NBXJ/,محتاج شغل امن فى الاسكندرية وشكرا جزيلا ,باحث عن عمل,دبلوم,١-٣ سنوات,دوام كامل,1
2052,فرد امن بوابه,مدينة بدر، القاهرة,179207984,"تم إضافة الإعلان في 04:14 م, 21 يونيو 2021, ",Mahmoud,https://www.olx.com.eg/ads/user/7ZQrt/,فرد امن للبوابه بمصنع العمل ١٢ ساعه ٦ ايام في الاسبوع ,رب عمل,إبتدائية / ثانوية,٣-٥ سنوات,دوام كامل,"3,000"
2053,مطلوب افراد امن لشركة مقاولات,شيراتون، القاهرة,179206221,"تم إضافة الإعلان في 03:25 م, 21 يونيو 2021, ",شركة ميجور للانشاء و الديكور,https://www.olx.com.eg/ads/user/7f1dq/,مطلوب للتعيين فوراً بأحدى شركات المقاولات افراد امن السن من 25 ل 45سنة شفتات 12 ساعه عمل تأمينات صحية و اجتماعية مرتبات مجزية سكن للمغتربين رجاء ارسال البيانات  على الوتساب ,رب عمل,دبلوم,٣-٥ سنوات,دوام كامل,"3,000"
